url,date,rawContent,username,likeCount,replyCount,retweetCount,quoteCount,cashtags,hashtags,viewCount
https://twitter.com/traderstewie/status/1608657942370480129,2022-12-30 02:55:15+00:00,"""Be fearful when others are greedy, and greedy when others are fearful.” 

https://t.co/yN8IeNermI",traderstewie,184,17,8,2,,,124681.0
https://twitter.com/traderstewie/status/1606879202195935232,2022-12-25 05:07:10+00:00,@PrydoBert @ClearwayCapital These are the sort of articles we saw and read about towards the end of the brutal 2008 bear market. That was THE worst and ugliest bear market I've ever seen! The entire capitalistic market system was on the verge of utter collapse https://t.co/IVnHlXfBiw,traderstewie,10,1,1,0,,,1370.0
https://twitter.com/traderstewie/status/1606876568022028290,2022-12-25 04:56:42+00:00,"@Striff17 He's mentioned it numerous times, if you follow regular business news",traderstewie,0,1,0,0,,,454.0
https://twitter.com/traderstewie/status/1606862959200067586,2022-12-25 04:02:38+00:00,@KMNDR_ Thank you very much! You are a wise man,traderstewie,7,1,0,0,,,1247.0
https://twitter.com/traderstewie/status/1606833350291120130,2022-12-25 02:04:58+00:00,@Jay__Cale Pre-1998,traderstewie,2,1,0,0,,,567.0
https://twitter.com/traderstewie/status/1606824213180211203,2022-12-25 01:28:40+00:00,@JohnPlatner Merry Christmas bello,traderstewie,0,0,0,0,,,1428.0
https://twitter.com/traderstewie/status/1606823686505660416,2022-12-25 01:26:34+00:00,@JCee8889 The big mega caps will always give you the most clear path and honest forecasts but obviously this will be different from one company to another and one sector to another but a theme will surely emerge once all is said and done!,traderstewie,3,0,0,0,,,735.0
https://twitter.com/traderstewie/status/1606821059277508609,2022-12-25 01:16:08+00:00,"@Alex310021 Thank you, Alex",traderstewie,2,0,0,0,,,507.0
https://twitter.com/traderstewie/status/1606820948996681728,2022-12-25 01:15:42+00:00,"I wouldn't say that yet... as of now, Elon Musk is the most vocal one calling for recession but we still need to see what the conference calls for Q4 2022 sound like! 
More than the actual earnings of Q4 earnings, what will be most interesting is the 2023 forecasts!",traderstewie,88,15,7,0,,,91755.0
https://twitter.com/traderstewie/status/1606816207667363840,2022-12-25 00:56:51+00:00,@Kaneco08041621 https://t.co/BzZN1LaQHY,traderstewie,2,0,0,0,,,786.0
https://twitter.com/traderstewie/status/1606811570281279488,2022-12-25 00:38:26+00:00,"Market in uncannily good at being a forward looking mechanism. By the time, majority of CEOs (whom are above all front-line salespeople for their companies, brands and are stubbornly pollyannaish), begin to sing the ""recession song"" in unison, market has already priced that in",traderstewie,163,18,7,0,,,113756.0
https://twitter.com/traderstewie/status/1606803484262924290,2022-12-25 00:06:18+00:00,@ClearwayCapital I've been actively in the stock market since 1998.,traderstewie,22,2,0,0,,,4551.0
https://twitter.com/traderstewie/status/1606802742135361537,2022-12-25 00:03:21+00:00,@discodave15 Elon Musk has been the most consistently vocal one by far thus far...,traderstewie,4,2,0,0,,,2119.0
https://twitter.com/traderstewie/status/1606788615807602688,2022-12-24 23:07:13+00:00,"Been in the market long enough to know that the more CEOs begin to publicly echo calls for an impending recession, the more likely the market is getting close to bottom.",traderstewie,771,53,45,7,,,138937.0
https://twitter.com/traderstewie/status/1606725897188671490,2022-12-24 18:58:00+00:00,@MrTorontoTrader Check out $ON .... just completed a similar pattern https://t.co/uSE3PCD8vT,traderstewie,2,1,0,0,['ON'],,1027.0
https://twitter.com/traderstewie/status/1606724930649067520,2022-12-24 18:54:09+00:00,@Cactus08379192 TSLA made a perfect one in the late Summer. https://t.co/x0WjPlfRPO,traderstewie,4,2,0,0,,,373.0
https://twitter.com/traderstewie/status/1606509639717515265,2022-12-24 04:38:40+00:00,@it_is_Randy Bring it on!! https://t.co/eqgoleTkmY,traderstewie,1,0,0,0,,,512.0
https://twitter.com/traderstewie/status/1606476397144600576,2022-12-24 02:26:34+00:00,Here's to TRIPLE BOTTOM patterns then! https://t.co/ioio5LlrSJ,traderstewie,63,3,0,0,,,83783.0
https://twitter.com/traderstewie/status/1606465308629569536,2022-12-24 01:42:30+00:00,@mayaballsreke Yes,traderstewie,0,0,0,0,,,324.0
https://twitter.com/traderstewie/status/1606461147217285120,2022-12-24 01:25:58+00:00,When a stock makes a steep ascend that marks the first HIGH then makes a quick multi-day dip that gets bought to relaunch it back to retest the 1st peak only to fail and dips again... if the 3rd test of highs fails to make a convincing breakout = assume a Triple Top is brewing!,traderstewie,108,7,7,0,,,28926.0
https://twitter.com/traderstewie/status/1606458396647264256,2022-12-24 01:15:02+00:00,@LewkPatout Head and Shoulders pattern is basically a hybrid Triple Top. You'll rarely see a perfect Triple Top pattern,traderstewie,17,2,0,0,,,1528.0
https://twitter.com/traderstewie/status/1606456359901614081,2022-12-24 01:06:57+00:00,"In 2022 'Triple Tops' have been the absolute best pattern to set up a Short position! 
Teach yourself to recognize this pattern as we begin 2023...

..... juuuuust in case! https://t.co/NTYAUWJQam",traderstewie,419,22,56,3,,,111880.0
https://twitter.com/traderstewie/status/1606414919553159171,2022-12-23 22:22:17+00:00,"Give these awesome traders and chartists a follow! They're always a positive presence on Fintwit and always willing to help! 

@87AlwaysRed 
@jmoneystonks  
@Thrackx 
@gvstrader 
@dromardominguez 
@sengel625 
@sssvenky 
@n_bancroft2
@OMillionaires
@AaronRentfrew",traderstewie,105,18,13,1,,,49209.0
https://twitter.com/traderstewie/status/1606391826558042112,2022-12-23 20:50:31+00:00,"@eric_erlandson My pleasure, Eric

Merry Christmas and happy trading in 2023!",traderstewie,0,1,0,0,,,161.0
https://twitter.com/traderstewie/status/1606385135850467328,2022-12-23 20:23:56+00:00,"New 52 week highs scan .... 

closing out this year's stealthy bear market the same way it began and pretty much encapsulates the entirety of 2022! 

Energy, consumer defensives and Healthcare sector stocks leading. https://t.co/xuRq6dl2Nw",traderstewie,137,3,14,3,,,41956.0
https://twitter.com/traderstewie/status/1606375756015161344,2022-12-23 19:46:39+00:00,"@reciknows @TrendSpider @AdamMancini4 @Mayhem4Markets @ripster47 @ThetaWarrior @unusual_whales @RealJuicyTradez @ThePupOfWallSt @BlueMoonTrades @puppy_trades @PatternProfits @TraderAmogh @AnthonyOhayon @MacroCharts @TKPTrader @cfromhertz @korinek_trades Much appreciated Reci! 

Wish you and entire Fintwit community a Merry Christmas!",traderstewie,8,0,0,0,,,3405.0
https://twitter.com/traderstewie/status/1606050721886916611,2022-12-22 22:15:05+00:00,@JefeOptions Or at least maybe start nibbling,traderstewie,4,0,0,1,,,867.0
https://twitter.com/traderstewie/status/1606050519734112256,2022-12-22 22:14:17+00:00,"@MunawarTrade It is getting quite extended on downside.... any hint of ""good news"" out of TSLA should get it going but the trend is strong at the moment so tread carefully",traderstewie,4,1,0,0,,,728.0
